,dialogue_id,speaker,frame,intent,utterance
80176,39_00071,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,"Okay, I've added it to your calendar."
80177,39_00071,USER,0,USER_THANK_YOU,Thanks for all the help.
80178,39_00071,SYSTEM,0,SYSTEM_REQ_MORE,Is there anything else I can assist you with?
80179,39_00071,USER,0,USER_NEGATE|USER_THANK_YOU,"Nope, that's it. Thanks."
80180,39_00071,SYSTEM,0,SYSTEM_GOODBYE,Okay. Bye! Have a great day.
80181,39_00071,EOU,0,EOU,EOU EOU
80182,39_00072,USER,0,USER_INFORM|USER_INFORM_INTENT,When am I available on March 5th.
80183,39_00072,SYSTEM,0,SYSTEM_OFFER,The date is next Tuesday. You are free between 8 am and 3:30 pm.
80184,39_00072,USER,0,USER_INFORM|USER_REQUEST_ALTS,What other free time do I have on the 8th of this month?
80185,39_00072,SYSTEM,0,SYSTEM_OFFER,You are available next Friday between 2:30 pm and 5 pm.
80186,39_00072,USER,0,USER_SELECT,Great.
80187,39_00072,SYSTEM,0,SYSTEM_OFFER_INTENT,Do you want to add a calendar event?
80188,39_00072,USER,0,USER_AFFIRM_INTENT,Yes I'd like to add an event to my calendar.
80189,39_00072,SYSTEM,0,SYSTEM_REQUEST,What would you like to call this event? What is the time and location?
80190,39_00072,USER,0,USER_INFORM,The event address is 50 South San Mateo Drive and the time is afternoon 3. The title is General Practitioner appointment.
80191,39_00072,SYSTEM,0,SYSTEM_CONFIRM,Ok so just to check this is correct: You would like to create an event called General Practitioner Appointment next Friday at 3 pm. The address is 50 South San Mateo Drive.
80192,39_00072,USER,0,USER_AFFIRM,That's correct.
80193,39_00072,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,The event has been successfully created in your calendar.
80194,39_00072,USER,0,USER_THANK_YOU,Thanks.
80195,39_00072,SYSTEM,0,SYSTEM_REQ_MORE,Would you like help with anything else?
80196,39_00072,USER,0,USER_NEGATE|USER_THANK_YOU,No that's all for now thanks.
80197,39_00072,SYSTEM,0,SYSTEM_GOODBYE,Enjoy your day.
80198,39_00072,EOU,0,EOU,EOU EOU
80199,39_00073,USER,0,USER_INFORM_INTENT,Hey. Can you show me when I am available?
80200,39_00073,SYSTEM,0,SYSTEM_REQUEST,In which date?
80201,39_00073,USER,0,USER_INFORM,"March 8th, please."
80202,39_00073,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,There are 4 empty slots for that day. One of them is between 8 am and 10 am.
80203,39_00073,USER,0,USER_INFORM|USER_REQUEST_ALTS,Do I have any free time on March 11th?
80204,39_00073,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,You have 2 empty slots on March 11th. One of them is between 4:30 pm to 5:30 pm.
80205,39_00073,USER,0,USER_REQUEST_ALTS,Any other time available?
80206,39_00073,SYSTEM,0,SYSTEM_OFFER,There is another between 8:30 pm and 10 pm.
80207,39_00073,USER,0,USER_INFORM_INTENT|USER_SELECT,Sounds good. Create a new event on my calendar.
80208,39_00073,SYSTEM,0,SYSTEM_REQUEST,Great. What's the event?
80209,39_00073,USER,0,USER_INFORM,"The location is 4175, 42151 Blacow Road."
80210,39_00073,SYSTEM,0,SYSTEM_REQUEST,In what time? What should I name the event?
80211,39_00073,USER,0,USER_INFORM,"At afternoon 3, please. It's a Hairdresser appointment."
80212,39_00073,SYSTEM,0,SYSTEM_CONFIRM,"Can you confirm the details? You want to set a Hairdresser appointment on March 11th. The location is 4175, 42151 Blacow Road. It is scheduled to begin at 3 pm."
80213,39_00073,USER,0,USER_AFFIRM,"Yes, that's it."
80214,39_00073,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,I successfully added it to your calendar.
80215,39_00073,USER,0,USER_THANK_YOU|USER_GOODBYE,That's all. Thanks for the help.
80216,39_00073,SYSTEM,0,SYSTEM_GOODBYE,Have a great day.
80217,39_00073,EOU,0,EOU,EOU EOU
80218,39_00074,USER,0,USER_INFORM_INTENT,Show me my availability
80219,39_00074,SYSTEM,0,SYSTEM_REQUEST,What date are you talking about?
80220,39_00074,USER,0,USER_INFORM,For the 5th
80221,39_00074,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,You have 3 empty slots. You have an empty slot from 8 am to 10 am
80222,39_00074,USER,0,USER_INFORM|USER_REQUEST_ALTS,Is there any other time available? Maybe on the 3rd of this month
80223,39_00074,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,"There are 2 empty slots on that date, you have one from 2 pm to 6 pm"
80224,39_00074,USER,0,USER_REQUEST_ALTS,Anything else available?
80225,39_00074,SYSTEM,0,SYSTEM_OFFER,Another slot from 9 pm to 12 pm
80226,39_00074,USER,0,USER_SELECT,That sounds good
80227,39_00074,SYSTEM,0,SYSTEM_OFFER_INTENT,Do you want me to add something there?
80228,39_00074,USER,0,USER_AFFIRM_INTENT,"Yes, add an event"
80229,39_00074,SYSTEM,0,SYSTEM_REQUEST,What time? and where is it happening?
80230,39_00074,USER,0,USER_INFORM,It's at 2 pm. A hairdresser appointment at 1880 Solano Avenue
80231,39_00074,SYSTEM,0,SYSTEM_CONFIRM,Confirming you have a 2 pm hairdresser appointment at 1880 Solano Avenue the day after tomorrow
80232,39_00074,USER,0,USER_AFFIRM,Yes that's correct
80233,39_00074,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,I've added it
80234,39_00074,USER,0,USER_THANK_YOU|USER_GOODBYE,"That's all for now, thanks"
80235,39_00074,SYSTEM,0,SYSTEM_GOODBYE,You're welcome. Bye
80236,39_00074,EOU,0,EOU,EOU EOU
80237,39_00075,USER,0,USER_INFORM|USER_INFORM_INTENT,What is my availability on the 14th.
80238,39_00075,SYSTEM,0,SYSTEM_OFFER,"On March 14th, you are available from 11 am until 5 pm."
80239,39_00075,USER,0,USER_SELECT,"Ok, thanks a lot."
80240,39_00075,SYSTEM,0,SYSTEM_OFFER_INTENT,Would you like me to add an event to your calendar?
80241,39_00075,USER,0,USER_AFFIRM_INTENT|USER_INFORM,"Yes, I guess I should. Could you just add Apartment viewing."
80242,39_00075,SYSTEM,0,SYSTEM_REQUEST,"Alright, would you like me to add a location?"
80243,39_00075,USER,0,USER_INFORM,"Oh, yes, the apartmen is at 1015 Fitzuren Road #7."
80244,39_00075,SYSTEM,0,SYSTEM_REQUEST,Is there a specific time that you are viewing the apartment or should I just add a note for the day?
80245,39_00075,USER,0,USER_INFORM,"I think I will go at my lunch break, so please just make it for 12 pm."
80246,39_00075,SYSTEM,0,SYSTEM_CONFIRM,"Alright, I will add the event, Apartment viewing, to you calendar for 12 pm on March 14th at 1015 Fitzuren Road #7. Is that correct?"
80247,39_00075,USER,0,USER_AFFIRM,"Yes, that is correct. Please add it to my calendar."
80248,39_00075,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,"Alright, the event has successfully been added to your calendar. Do you need anything else?"
80249,39_00075,USER,0,USER_THANK_YOU|USER_GOODBYE,"No, that's all I need right now. Thanks for your help."
80250,39_00075,SYSTEM,0,SYSTEM_GOODBYE,It was a pleasure helping you. Enjoy your day!
80251,39_00075,EOU,0,EOU,EOU EOU
80252,39_00076,USER,0,USER_INFORM_INTENT,Can you tell me when I am available?
80253,39_00076,SYSTEM,0,SYSTEM_REQUEST,"Sure, what dates are you checking on?"
80254,39_00076,USER,0,USER_INFORM,Can you check the 13th of this month?
80255,39_00076,SYSTEM,0,SYSTEM_OFFER,On March 13th you are available from 8:30 pm to 10:30 pm
80256,39_00076,USER,0,USER_INFORM|USER_REQUEST_ALTS,What about the 9th? Any times available?
80257,39_00076,SYSTEM,0,SYSTEM_OFFER,On March 9th you are available from 8 am to 1 pm
80258,39_00076,USER,0,USER_INFORM_INTENT|USER_SELECT,"Great, can you add an event?"
80259,39_00076,SYSTEM,0,SYSTEM_REQUEST,"Yes, what time does it start?"
80260,39_00076,USER,0,USER_INFORM,It begins at 09:45
80261,39_00076,SYSTEM,0,SYSTEM_REQUEST,"Ok, what is the name of this event?"
80262,39_00076,USER,0,USER_INFORM,It is the Joe Hisaishi concert
80263,39_00076,SYSTEM,0,SYSTEM_REQUEST,"Ok, and where is it?"
80264,39_00076,USER,0,USER_INFORM,It is at 881 7th Avenue
80265,39_00076,SYSTEM,0,SYSTEM_CONFIRM,"Just to confirm, you want to add the Joe Hisaishi concert on March 9th and 9:45 am to your calendar? It is at 881 7th Avenue."
80266,39_00076,USER,0,USER_AFFIRM,"Yes, that is correct"
80267,39_00076,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,"Great, I have added that event to your calendar"
80268,39_00076,USER,0,USER_THANK_YOU,"Ok, thank you"
80269,39_00076,SYSTEM,0,SYSTEM_REQ_MORE,"You're welcome, anything else I can help you with?"
80270,39_00076,USER,0,USER_NEGATE|USER_THANK_YOU,"No, that is all"
80271,39_00076,SYSTEM,0,SYSTEM_GOODBYE,Have a wonderful day
80272,39_00076,EOU,0,EOU,EOU EOU
80273,39_00077,USER,0,USER_INFORM|USER_INFORM_INTENT,"Hi, i need a help with an event, Show me when i am available, the date is march 1st"
80274,39_00077,SYSTEM,0,SYSTEM_OFFER,"The event is on today, Yo have an empty slot starting at 3 pm and ends at 5:30 pm"
80275,39_00077,USER,0,USER_INFORM|USER_REQUEST_ALTS,"Thanks for the information, May i know any other available time? The date is the 7th"
80276,39_00077,SYSTEM,0,SYSTEM_OFFER,"The event is on next Thursday, Yo have an empty slot starting at 1 pm and ends at 4:30 pm"
80277,39_00077,USER,0,USER_SELECT,That seems good for me
80278,39_00077,SYSTEM,0,SYSTEM_OFFER_INTENT,Would you like to add this event on your calendar?
80279,39_00077,USER,0,USER_AFFIRM_INTENT|USER_INFORM,"Yes, sure, Please add this event to my calendar, Put Appointment with Quach catherine for the event title and event location is 2664 Berryessa Road # 210."
80280,39_00077,SYSTEM,0,SYSTEM_REQUEST,Could you tell me What is the for the event?
80281,39_00077,USER,0,USER_INFORM,The event time is afternoon 2:30
80282,39_00077,SYSTEM,0,SYSTEM_CONFIRM,"Please confirm the details: The event name is Appointment with Quach Catherine and scheduled date is next Thursday and time is 2:30 pm, Event location is 2664 berryessa Road # 210."
80283,39_00077,USER,0,USER_AFFIRM,"Yes, That seems good for me"
80284,39_00077,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,"Congrats, The event successfully added to your calendar"
80285,39_00077,USER,0,USER_THANK_YOU|USER_GOODBYE,"Thank you very much for your help, That is all i need"
80286,39_00077,SYSTEM,0,SYSTEM_GOODBYE,"You are welcome, Have a great day"
80287,39_00077,EOU,0,EOU,EOU EOU
80288,39_00078,USER,0,USER_INFORM_INTENT,I need you to list my available time slots.
80289,39_00078,SYSTEM,0,SYSTEM_REQUEST,Is there a particular day you want to know about?
80290,39_00078,USER,0,USER_INFORM,Yes that would be the 9th of March.
80291,39_00078,SYSTEM,0,SYSTEM_OFFER,You have a chunk of available time that starts at 10:30 am and ends at 6 pm on March 9th.
80292,39_00078,USER,0,USER_INFORM|USER_REQUEST_ALTS,What about March 13th is there any available time on that date?
80293,39_00078,SYSTEM,0,SYSTEM_OFFER,March 13th has one slot open from 7 pm to 7:30 pm.
80294,39_00078,USER,0,USER_INFORM_INTENT|USER_SELECT,That one will work. I want an event put on my calendar please.
80295,39_00078,SYSTEM,0,SYSTEM_REQUEST,For what time?
80296,39_00078,USER,0,USER_INFORM,It will begin at 7 pm.
80297,39_00078,SYSTEM,0,SYSTEM_REQUEST,Where will it be and what should I call it?
80298,39_00078,USER,0,USER_INFORM,"I have to go to 1447 Cedarwood Lane # A, call it a Doctor appointment please."
80299,39_00078,SYSTEM,0,SYSTEM_CONFIRM,You would like the following entry made on your calendar: Name of event is Doctor appointment to be held at 1447 Cedarwood Lane # A in the time slot 7 pm on March 13th. Is this the correct information?
80300,39_00078,USER,0,USER_AFFIRM,That's perfect thank you.
80301,39_00078,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,The event is on your calendar.
80302,39_00078,USER,0,USER_THANK_YOU|USER_GOODBYE,"That's great, thank for your efforts, that will be all."
80303,39_00078,SYSTEM,0,SYSTEM_GOODBYE,May your day be filled with happiness.
80304,39_00078,EOU,0,EOU,EOU EOU
80305,39_00079,USER,0,USER_INFORM|USER_INFORM_INTENT,Please show my availability for the 4th of March.
80306,39_00079,SYSTEM,0,SYSTEM_OFFER,"For next Monday, you have availability at 8 am to 12:30 pm."
80307,39_00079,USER,0,USER_INFORM|USER_REQUEST_ALTS,How about availability on March 8th?
80308,39_00079,SYSTEM,0,SYSTEM_OFFER,Next Friday you are available at 8 am to 11 am.
80309,39_00079,USER,0,USER_INFORM_INTENT|USER_SELECT,Please add an event.
80310,39_00079,SYSTEM,0,SYSTEM_REQUEST,When and where is the event and title?
80311,39_00079,USER,0,USER_INFORM,Event is 8:15 am at 1722 First Street title Movie booking for HIgh Life.
80312,39_00079,SYSTEM,0,SYSTEM_CONFIRM,Please confirm next friday 8:15 am at 1722 First Street title Movie booking for HIgh Life
80313,39_00079,USER,0,USER_AFFIRM,I confirm that all.
80314,39_00079,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,Added to your calendar.
80315,39_00079,USER,0,USER_THANK_YOU|USER_GOODBYE,Thank you that is all.
80316,39_00079,SYSTEM,0,SYSTEM_GOODBYE,Have a great day.
80317,39_00079,EOU,0,EOU,EOU EOU
80318,39_00080,USER,0,USER_INFORM|USER_INFORM_INTENT,When am I available on the 11th of March?
80319,39_00080,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,There are 3 empty slots. 8 am to 2:30 pm is open.
80320,39_00080,USER,0,USER_INFORM|USER_REQUEST_ALTS,Are there any other times Friday next week?
80321,39_00080,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,There are 2 slots. You have 3 pm to 4:30 pm available.
80322,39_00080,USER,0,USER_REQUEST_ALTS,Are there any other available times?
80323,39_00080,SYSTEM,0,SYSTEM_OFFER,5 pm to 12 pm is open
80324,39_00080,USER,0,USER_SELECT,Sounds good
80325,39_00080,SYSTEM,0,SYSTEM_OFFER_INTENT,Would you like to add an event?
80326,39_00080,USER,0,USER_AFFIRM_INTENT,Yes please.
80327,39_00080,SYSTEM,0,SYSTEM_REQUEST,Where and when is the event? What name should I use for the event?
80328,39_00080,USER,0,USER_INFORM,You can name it Baseball game. It will be at 1500 South Capitol Street Southeast. Time: evening 7:30.
80329,39_00080,SYSTEM,0,SYSTEM_CONFIRM,Please confirm: The event name is Baseball game. It will be next Friday at 7:30 pm at 1500 South Capitol Street Southeast.
80330,39_00080,USER,0,USER_AFFIRM,"Yes, sounds good"
80331,39_00080,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,The event was added to your calendar.
80332,39_00080,USER,0,USER_THANK_YOU|USER_GOODBYE,Thank you for your help.
80333,39_00080,SYSTEM,0,SYSTEM_GOODBYE,Have a good day.
80334,39_00080,EOU,0,EOU,EOU EOU
80335,39_00081,USER,0,USER_INFORM|USER_INFORM_INTENT,When am I available on the 13th?
80336,39_00081,SYSTEM,0,SYSTEM_OFFER,On March 13th you are available from 4 pm to 10:30 pm.
80337,39_00081,USER,0,USER_INFORM|USER_REQUEST_ALTS,Am I available on the 2nd of this month?
80338,39_00081,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,You have 1 empty slot tomorrow from 8 am until 12:30 pm.
80339,39_00081,USER,0,USER_INFORM_INTENT|USER_SELECT,Great. Please add an event.
80340,39_00081,SYSTEM,0,SYSTEM_REQUEST,What would you like to name the event and what time does it start?
80341,39_00081,USER,0,USER_INFORM,The event is Dentist appointment with Mark A Watson in the morning 9:30.
80342,39_00081,SYSTEM,0,SYSTEM_REQUEST,Where does the event take place?
80343,39_00081,USER,0,USER_INFORM,The event takes place at 2505 Samaritan Dr.
80344,39_00081,SYSTEM,0,SYSTEM_CONFIRM,Please confirm: Dentist appointment with Mark A Watson tomorrow at 9:30 am at 2505 Samaritan Dr.
80345,39_00081,USER,0,USER_AFFIRM,"Yes, that's correct."
80346,39_00081,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,Your event has been added.
80347,39_00081,USER,0,USER_THANK_YOU|USER_GOODBYE,"Thank you, that's all."
80348,39_00081,SYSTEM,0,SYSTEM_GOODBYE,Have a great day.
80349,39_00081,EOU,0,EOU,EOU EOU
80350,39_00082,USER,0,USER_INFORM_INTENT,Can you check my calendar for availability?
80351,39_00082,SYSTEM,0,SYSTEM_REQUEST,"Yes, what day should I check?"
80352,39_00082,USER,0,USER_INFORM,Check on the 1st.
80353,39_00082,SYSTEM,0,SYSTEM_OFFER,"Okay, that's today. You have an empty slot from 8 am until 11:30 am."
80354,39_00082,USER,0,USER_INFORM_INTENT|USER_SELECT,"Great, add an event to my calendar."
80355,39_00082,SYSTEM,0,SYSTEM_REQUEST,"Can you tell me the time and place of the event, and what I should name it?"
80356,39_00082,USER,0,USER_INFORM,"Sure, put Viewing at Fountain Plaza Apartments for the title. It's at nine in the morning at 300 Hilary Way."
80357,39_00082,SYSTEM,0,SYSTEM_CONFIRM,"Okay, please confirm that I'm scheduling you for a Viewing at Fountain Plaza Apartments at 300 Hilary Way which will take place today at 9 am."
80358,39_00082,USER,0,USER_AFFIRM,"Yes, that's right."
80359,39_00082,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,I've added it to your calendar.
80360,39_00082,USER,0,USER_THANK_YOU|USER_GOODBYE,"Thanks, that's all!"
80361,39_00082,SYSTEM,0,SYSTEM_GOODBYE,Have a great day.
80362,39_00082,EOU,0,EOU,EOU EOU
80363,39_00083,USER,0,USER_INFORM_INTENT,I want to see when I have free time.
80364,39_00083,SYSTEM,0,SYSTEM_REQUEST,What date are you interested in?
80365,39_00083,USER,0,USER_INFORM,I want to know for the 7th of March.
80366,39_00083,SYSTEM,0,SYSTEM_OFFER,You have an upcoming event next Thursday. You would be free from 8 am to 5 pm
80367,39_00083,USER,0,USER_INFORM|USER_INFORM_INTENT|USER_SELECT,That's awesome. Add appointment with Dr. Jaswinder Ghuman for that day.
80368,39_00083,SYSTEM,0,SYSTEM_REQUEST,What time would you like to make the appointment?
80369,39_00083,USER,0,USER_INFORM,I want it at quarter past 8 in the morning.
80370,39_00083,SYSTEM,0,SYSTEM_REQUEST,Where would it be taking place?
80371,39_00083,USER,0,USER_INFORM,The location is 540 North Santa Cruz Avenue Suite B1.
80372,39_00083,SYSTEM,0,SYSTEM_CONFIRM,I would like to confirm the following information: You have an appointment with Dr. Jaswinder Ghuman next Thursday at 8:15 am at 540 North Santa Cruz Avenue Suite B1.
80373,39_00083,USER,0,USER_AFFIRM,"Yes, that would be correct."
80374,39_00083,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,I have made the appointment.
80375,39_00083,USER,0,USER_THANK_YOU,I appreciate your help
80376,39_00083,SYSTEM,0,SYSTEM_REQ_MORE,Do you need my assistance with anything else?
80377,39_00083,USER,0,USER_NEGATE|USER_THANK_YOU,"No, that would be all."
80378,39_00083,SYSTEM,0,SYSTEM_GOODBYE,Enjoy your day.
80379,39_00083,EOU,0,EOU,EOU EOU
80380,39_00084,USER,0,USER_INFORM_INTENT,Please show me my availability.
80381,39_00084,SYSTEM,0,SYSTEM_REQUEST,Which date would you like to find availability for?
80382,39_00084,USER,0,USER_INFORM,Show me details for March 5th.
80383,39_00084,SYSTEM,0,SYSTEM_OFFER,"For next Tuesday, you have availability from 6 pm to 10:30 pm."
80384,39_00084,USER,0,USER_INFORM|USER_INFORM_INTENT|USER_SELECT,Thank you. Please add an event titled Reservation for 3 people at Market.
80385,39_00084,SYSTEM,0,SYSTEM_REQUEST,Where is the event happening?
80386,39_00084,USER,0,USER_INFORM,The event will be at 1347 Main Street.
80387,39_00084,SYSTEM,0,SYSTEM_REQUEST,And what time is it scheduled for?
80388,39_00084,USER,0,USER_INFORM,It starts at 18:15.
80389,39_00084,SYSTEM,0,SYSTEM_CONFIRM,"Please confirm that you want to add an event titled Reservation for 3 people at Market, to be held at 1347 Main Street, for next Tuesday at 6:15 pm."
80390,39_00084,USER,0,USER_AFFIRM,That's correct.
80391,39_00084,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,Event has been added to your calendar.
80392,39_00084,USER,0,USER_THANK_YOU,Thank you for the assistance.
80393,39_00084,SYSTEM,0,SYSTEM_REQ_MORE,Anything else I can do for you?
80394,39_00084,USER,0,USER_NEGATE|USER_THANK_YOU,No. Thank you. That's all I need.
80395,39_00084,SYSTEM,0,SYSTEM_GOODBYE,Have a great day!
80396,39_00084,EOU,0,EOU,EOU EOU
80397,39_00085,USER,0,USER_INFORM_INTENT,I'd like to know when I'm free.
80398,39_00085,SYSTEM,0,SYSTEM_REQUEST,Which date would you like me to check?
80399,39_00085,USER,0,USER_INFORM,What's my schedule for the 5th of March?
80400,39_00085,SYSTEM,0,SYSTEM_OFFER,For next Tuesday you're free between 12:30 pm and midnight.
80401,39_00085,USER,0,USER_SELECT,Excellent.
80402,39_00085,SYSTEM,0,SYSTEM_OFFER_INTENT,Would you like me to add something to your calendar?
80403,39_00085,USER,0,USER_AFFIRM_INTENT|USER_INFORM,Yes. I'd like to schedule an event for 1:30 in the afternoon.
80404,39_00085,SYSTEM,0,SYSTEM_REQUEST,Where is the even taking place?
80405,39_00085,USER,0,USER_INFORM,"The event's located at 3911 Figueroa Street, and you can log it under Football Game: Usc Vs Utah."
80406,39_00085,SYSTEM,0,SYSTEM_CONFIRM,"To confirm: You'd like me to schedule the event Football Game: Usc Vs Utah on 3911 Figueroa Street for next Tuesday at 1:30 pm, correct?"
80407,39_00085,USER,0,USER_AFFIRM,"Yes, that's correct."
80408,39_00085,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,The event has been successfully added to your calendar.
80409,39_00085,USER,0,USER_THANK_YOU,Thank you so much for all of your help.
80410,39_00085,SYSTEM,0,SYSTEM_REQ_MORE,Is there anything else that I can help you with?
80411,39_00085,USER,0,USER_NEGATE|USER_THANK_YOU,"No, that'll be all. Thank you."
80412,39_00085,SYSTEM,0,SYSTEM_GOODBYE,Enjoy your day.
80413,39_00085,EOU,0,EOU,EOU EOU
80414,39_00086,USER,0,USER_INFORM_INTENT,Can you show me all the days I have available on my schedule?
80415,39_00086,SYSTEM,0,SYSTEM_REQUEST,Absolutely! Which dates would you like to know?
80416,39_00086,USER,0,USER_INFORM,Can you show me what's available on the 8th?
80417,39_00086,SYSTEM,0,SYSTEM_OFFER,"Ok, you have an empty slot from 6 pm to midnight next Friday. Would you like me to set the date for the event?"
80418,39_00086,USER,0,USER_INFORM|USER_REQUEST_ALTS,Do I have any time available on the 10th?
80419,39_00086,SYSTEM,0,SYSTEM_OFFER,"Ok, you have an empty slot from 8 am to 10:30 pm on March 10th. Would you like me to set the date for the event?"
80420,39_00086,USER,0,USER_SELECT,"Yes, sounds good."
80421,39_00086,SYSTEM,0,SYSTEM_OFFER_INTENT,Would you like to add an event to the calendar?
80422,39_00086,USER,0,USER_AFFIRM_INTENT,Yes I would like to add an event.
80423,39_00086,SYSTEM,0,SYSTEM_REQUEST,What is the name and time for the event? And where is it located?
80424,39_00086,USER,0,USER_INFORM,The event is called Murder City Devils concert. It is located at 1234 West 7th Street at 8:45 am.
80425,39_00086,SYSTEM,0,SYSTEM_CONFIRM,Please confirm the following: The event is named Murder City Devils concert. It is scheduled for March 10th at 8:45 am and will be happening at 1234 West 7th Street.
80426,39_00086,USER,0,USER_AFFIRM,"Yes, that is correct."
80427,39_00086,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,The event has been successfully added to your calendar.
80428,39_00086,USER,0,USER_THANK_YOU|USER_GOODBYE,Thanks for your help. That will be all for today.
80429,39_00086,SYSTEM,0,SYSTEM_GOODBYE,Thank you! Have a great day!
80430,39_00086,EOU,0,EOU,EOU EOU
80431,39_00087,USER,0,USER_INFORM_INTENT,I need to know when my schedule is open.
80432,39_00087,SYSTEM,0,SYSTEM_REQUEST,What date do you want?
80433,39_00087,USER,0,USER_INFORM,"Saturday this week, please."
80434,39_00087,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,You have 3 openings. One of them is from 8 am to 11 am.
80435,39_00087,USER,0,USER_INFORM|USER_INFORM_INTENT|USER_SELECT,Okay. I need to schedule something for one pm.
80436,39_00087,SYSTEM,0,SYSTEM_REQUEST,What's the location?
80437,39_00087,USER,0,USER_INFORM,19920 Olivewood Street.
80438,39_00087,SYSTEM,0,SYSTEM_REQUEST,What do you want to call this event?
80439,39_00087,USER,0,USER_INFORM,Apartment viewing at Pointe At Cupertino.
80440,39_00087,SYSTEM,0,SYSTEM_CONFIRM,So schedule Apartment viewing at Pointe At Cupertino at 19920 Olivewood Street for tomorrow at 1 pm?
80441,39_00087,USER,0,USER_AFFIRM,"Yes, that's correct."
80442,39_00087,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,"Okay, I've added it to your schedule."
80443,39_00087,USER,0,USER_THANK_YOU|USER_GOODBYE,Thank you. That's all I need.
80444,39_00087,SYSTEM,0,SYSTEM_GOODBYE,Have a nice day.
80445,39_00087,EOU,0,EOU,EOU EOU
80446,39_00088,USER,0,USER_INFORM|USER_INFORM_INTENT,Please show me when I am available. The date is 5th of March.
80447,39_00088,SYSTEM,0,SYSTEM_OFFER,The date for the event is scheduled for next Tuesday and you have an empty slot starting at 1:30 pm ending at 5 pm.
80448,39_00088,USER,0,USER_INFORM|USER_REQUEST_ALTS,Are there any other time available? The date is March 7th.
80449,39_00088,SYSTEM,0,SYSTEM_OFFER,The date for event is scheduled for next Thursday and you have an empty slot starting at 2 pm and it will end at 6:30 pm.
80450,39_00088,USER,0,USER_INFORM|USER_INFORM_INTENT|USER_SELECT,That's good. Please add it to my calendar and mark the event title as Hairdresser appointment.
80451,39_00088,SYSTEM,0,SYSTEM_REQUEST,What is the time of the event and when is this event happening?
80452,39_00088,USER,0,USER_INFORM,The location for event is 65 West Main Street and the event is scheduled for 3 in the afternoon.
80453,39_00088,SYSTEM,0,SYSTEM_CONFIRM,Can you please confirm the following details. The event Hairdresser appointment is scheduled for next Thursday at 65 West Main Street with scheduled time of 3 pm.
80454,39_00088,USER,0,USER_AFFIRM,Yes. That's perfect.
80455,39_00088,SYSTEM,0,SYSTEM_NOTIFY_SUCCESS,The event has been successfully added to your calendar.
80456,39_00088,USER,0,USER_THANK_YOU,Thanks for your assistance.
80457,39_00088,SYSTEM,0,SYSTEM_REQ_MORE,Can I assist you with anything else?
80458,39_00088,USER,0,USER_NEGATE|USER_THANK_YOU,No. I am good for now.
80459,39_00088,SYSTEM,0,SYSTEM_GOODBYE,Have a nice day.
80460,39_00088,EOU,0,EOU,EOU EOU
80461,39_00089,USER,0,USER_INFORM_INTENT,I'd like to know my availability.
80462,39_00089,SYSTEM,0,SYSTEM_REQUEST,Which date would you like to know more about?
80463,39_00089,USER,0,USER_INFORM,Tell me about the 4th.
80464,39_00089,SYSTEM,0,SYSTEM_OFFER,For next Monday you're available starting at 11:30 pm and ending at midnight.
80465,39_00089,USER,0,USER_INFORM|USER_REQUEST_ALTS,Do I have anything else available? What about the 12th of March?
80466,39_00089,SYSTEM,0,SYSTEM_OFFER,For March 12th you're available starting at 12:30 pm and ending at 10:30 pm.
80467,39_00089,USER,0,USER_SELECT,"Okay, that's good."
80468,39_00089,SYSTEM,0,SYSTEM_OFFER_INTENT,Do you need to add any events to your calendar?
80469,39_00089,USER,0,USER_AFFIRM_INTENT|USER_INFORM,"Yeah, I do need to add an event to my calendar. It's at 12:30."
80470,39_00089,SYSTEM,0,SYSTEM_REQUEST,What would you like to name the event?
80471,39_00089,USER,0,USER_INFORM,Call it Viewing at Felson Management Corporation.
80472,39_00089,SYSTEM,0,SYSTEM_REQUEST,And where will this take place?
